Nightly_Rate,Arrival_Rate,Room_Type_encoded,Purchased_Room_Type_encoded
479.0,289.0,0,3
489.0,489.0,2,2
379.0,379.0,2,2
399.0,429.0,0,2
319.0,319.0,2,0
279.0,249.0,0,1
299.0,429.0,2,0
319.0,319.0,0,0
429.0,429.0,0,0
269.0,269.0,0,0
342.0,315.0,1,0
459.0,429.0,2,0
269.0,339.0,0,0
409.0,409.0,1,1
349.0,349.0,0,0
329.0,379.0,0,0
297.0,324.0,0,0
469.0,529.0,3,0
429.0,429.0,2,0
404.0,409.0,0,2
399.0,399.0,1,1
369.0,499.0,3,0
289.0,349.0,0,0
259.0,329.0,0,2
387.0,360.0,1,2
359.0,329.0,0,0
359.0,359.0,2,0
399.0,399.0,2,2
261.0,261.0,2,2
359.0,359.0,1,0
360.0,396.0,0,2
429.0,429.0,1,3
299.0,339.0,0,0
299.0,299.0,0,0
399.0,449.0,2,3
382.33,429.0,2,0
429.0,429.0,2,2
329.0,299.0,0,2
349.0,319.0,2,0
429.0,609.0,3,0
549.0,379.0,2,3
269.0,299.0,0,0
299.0,319.0,0,1
269.0,289.0,2,1
379.0,579.0,3,2
429.0,429.0,0,0
292.33,489.0,3,0
359.0,329.0,0,1
399.0,399.0,0,0
429.0,429.0,2,2
462.0,409.0,1,3
329.0,299.0,0,2
289.0,289.0,0,2
369.0,299.0,0,0
399.0,399.0,0,0
399.0,399.0,2,0
469.0,429.0,1,0
429.0,429.0,0,0
359.0,319.0,0,0
489.0,319.0,2,3
429.0,529.0,3,2
399.0,509.0,3,0
349.0,519.0,3,2
439.0,599.0,3,0
429.0,399.0,2,0
379.0,379.0,2,2
349.0,349.0,2,0
479.0,289.0,2,3
339.0,509.0,3,0
429.0,429.0,0,0
299.0,429.0,0,3
429.0,609.0,3,0
399.0,499.0,3,1
333.0,270.0,1,3
469.0,469.0,0,0
297.0,477.0,3,1
324.0,477.0,3,2
299.0,369.0,0,0
297.0,324.0,2,0
299.0,299.0,0,2
319.0,389.0,3,0
333.0,423.0,3,3
429.0,429.0,2,0
339.0,269.0,2,0
329.0,359.0,0,0
324.0,324.0,2,2
549.0,379.0,1,3
399.0,399.0,2,2
319.0,319.0,0,2
289.0,469.0,3,0
299.0,449.0,3,0
389.0,429.0,0,1
299.0,299.0,2,0
270.0,333.0,0,0
489.0,269.0,0,2
469.0,629.0,3,0
360.0,333.0,1,2
269.0,269.0,1,0
405.0,405.0,2,0
429.0,469.0,0,0
439.0,599.0,3,0
329.0,359.0,2,0
369.0,499.0,3,0
429.0,559.0,3,3
289.0,289.0,1,0
369.0,369.0,1,0
329.0,369.0,0,2
239.0,239.0,0,0
429.0,529.0,3,0
99.0,329.0,1,2
299.0,629.0,3,0
469.0,669.0,3,2
399.0,599.0,3,1
409.0,419.0,2,0
399.0,609.0,3,1
297.0,450.0,3,2
399.0,369.0,1,2
429.0,429.0,1,1
360.0,270.0,0,3
399.0,429.0,2,0
429.0,429.0,0,0
299.0,299.0,1,0
289.0,329.0,0,0
299.0,299.0,0,2
409.0,579.0,3,2
399.0,399.0,1,0
439.0,579.0,3,1
399.0,329.0,0,0
299.0,299.0,2,0
389.0,559.0,3,0
399.0,439.0,0,0
319.0,489.0,3,2
329.0,289.0,1,0
269.0,269.0,0,0
439.0,599.0,3,0
360.0,360.0,2,2
489.0,539.0,3,0
289.0,289.0,1,0
399.0,329.0,1,0
299.0,379.0,3,0
359.0,359.0,2,0
269.0,289.0,1,0
379.0,289.0,2,0
329.0,529.0,3,0
299.0,469.0,3,2
359.0,359.0,2,2
299.0,469.0,0,0
379.0,379.0,2,0
399.0,499.0,3,0
329.0,359.0,2,0
289.0,369.0,3,0
289.0,329.0,0,0
329.0,359.0,2,0
429.0,359.0,0,3
477.0,387.0,2,3
389.0,409.0,0,2
419.0,419.0,0,0
309.0,349.0,0,0
399.0,499.0,3,1
469.0,399.0,0,1
469.0,429.0,0,0
289.0,289.0,1,2
329.0,359.0,3,0
337.0,399.0,2,3
319.0,349.0,0,0
429.0,459.0,2,0
439.0,439.0,0,0
389.0,389.0,2,0
629.0,429.0,2,3
216.0,216.0,0,0
269.0,269.0,0,0
333.0,396.0,0,0
329.0,359.0,2,0
269.0,299.0,1,0
429.0,629.0,3,1
289.0,289.0,0,2
299.0,429.0,2,0
289.0,329.0,0,2
429.0,429.0,1,2
344.0,299.0,0,1
549.0,409.0,0,3
329.0,329.0,0,0
449.0,449.0,0,0
399.0,439.0,0,2
359.0,319.0,2,0
239.0,239.0,0,0
429.0,559.0,3,0
369.0,299.0,0,3
499.0,569.0,3,0
349.0,349.0,2,2
270.0,270.0,2,2
379.0,379.0,0,0
289.0,289.0,2,0
329.0,499.0,3,0
339.0,379.0,0,0
489.0,449.0,3,2
399.0,429.0,0,0
259.0,429.0,3,0
359.0,359.0,0,0
319.0,359.0,0,0
319.0,399.0,0,0
239.0,439.0,3,0
269.0,289.0,2,0
360.0,360.0,1,2
289.0,329.0,0,0
369.0,369.0,0,0
299.0,329.0,1,0
289.0,289.0,2,0
299.0,299.0,2,0
299.0,339.0,0,2
269.0,269.0,2,0
469.0,429.0,1,0
389.0,489.0,3,3
349.0,349.0,0,2
339.0,369.0,3,0
349.0,469.0,3,2
379.0,349.0,0,0
409.0,439.0,0,0
399.0,499.0,3,0
469.0,429.0,2,0
519.0,399.0,2,0
329.0,329.0,1,1
319.0,299.0,0,2
329.0,509.0,3,0
269.0,289.0,2,0
360.0,477.0,3,0
359.0,359.0,0,0
379.0,379.0,2,2
59.0,429.0,2,0
479.0,429.0,2,0
243.0,243.0,0,0
349.0,349.0,2,2
279.0,299.0,0,1
269.0,309.0,2,0
299.0,299.0,0,0
399.0,399.0,0,0
399.0,509.0,3,1
289.0,289.0,0,0
429.0,429.0,0,0
499.0,499.0,0,0
216.0,216.0,0,0
399.0,399.0,1,0
339.0,439.0,3,0
216.0,216.0,0,0
309.0,309.0,2,0
429.0,429.0,2,1
229.0,229.0,1,1
429.0,399.0,2,0
404.0,409.0,0,0
399.0,509.0,3,1
509.0,339.0,1,3
299.0,329.0,0,0
399.0,399.0,3,3
469.0,439.0,2,0
297.0,297.0,0,2
359.0,429.0,3,0
399.0,609.0,3,2
399.0,399.0,0,0
459.0,459.0,0,0
399.0,429.0,0,2
289.0,269.0,0,2
289.0,289.0,2,2
389.0,559.0,3,0
289.0,389.0,3,0
429.0,469.0,0,0
299.0,369.0,0,1
299.0,579.0,3,2
399.0,499.0,3,0
339.0,339.0,0,0
399.0,499.0,3,0
369.0,369.0,2,0
269.0,339.0,0,2
299.0,299.0,2,0
399.0,359.0,2,0
289.0,289.0,0,0
359.0,359.0,0,0
299.0,329.0,1,0
319.0,299.0,0,0
399.0,609.0,3,0
469.0,369.0,3,3
599.0,499.0,3,3
329.0,329.0,1,0
419.0,419.0,0,0
369.0,469.0,3,0
299.0,399.0,0,2
399.0,399.0,2,2
429.0,429.0,0,0
319.0,499.0,3,0
243.0,423.0,3,0
261.0,423.0,3,2
339.0,269.0,2,0
419.0,429.0,2,0
549.0,449.0,3,3
429.0,609.0,3,0
399.0,499.0,3,3
369.0,369.0,0,0
297.0,324.0,2,0
429.0,639.0,3,2
499.0,299.0,0,3
549.0,379.0,2,3
399.0,399.0,2,0
379.0,379.0,0,0
159.0,299.0,0,0
279.0,279.0,1,0
289.0,369.0,3,2
315.0,315.0,1,2
399.0,439.0,2,0
429.0,629.0,3,2
404.0,469.0,3,0
399.0,509.0,3,3
339.0,339.0,1,0
319.0,319.0,2,1
329.0,329.0,1,2
324.0,324.0,0,2
329.0,399.0,3,2
369.0,439.0,3,2
289.0,289.0,1,2
299.0,299.0,1,2
429.0,429.0,0,0
469.0,469.0,2,2
499.0,399.0,2,3
439.0,409.0,2,0
269.0,439.0,3,0
259.0,329.0,2,0
299.0,299.0,0,0
369.0,469.0,3,3
319.0,459.0,3,0
261.0,297.0,0,0
261.0,261.0,2,2
399.0,399.0,2,0
509.0,399.0,3,3
379.0,379.0,1,0
369.0,369.0,2,1
261.0,243.0,0,0
369.0,369.0,1,2
359.0,359.0,0,0
389.0,359.0,0,0
479.0,289.0,1,3
429.0,529.0,3,0
429.0,399.0,1,0
469.0,429.0,0,0
399.0,509.0,3,2
329.0,369.0,0,2
379.0,379.0,0,0
329.0,329.0,0,2
309.0,389.0,3,0
359.0,399.0,0,2
297.0,297.0,0,0
429.0,529.0,3,2
389.0,389.0,1,0
429.0,529.0,3,2
429.0,629.0,3,2
399.0,399.0,1,0
359.0,429.0,3,0
279.0,249.0,0,0
469.0,499.0,0,2
299.0,359.0,0,0
269.0,269.0,0,0
270.0,270.0,0,0
399.0,399.0,0,0
270.0,297.0,0,0
429.0,469.0,0,2
469.0,629.0,3,0
423.0,567.0,3,0
429.0,469.0,0,1
239.0,239.0,1,0
59.0,629.0,3,0
279.0,279.0,1,1
329.0,399.0,0,0
369.0,369.0,2,2
269.0,269.0,2,0
399.0,599.0,3,0
329.0,319.0,1,0
342.0,315.0,2,0
333.0,297.0,0,0
279.0,279.0,2,0
299.0,449.0,0,2
309.0,309.0,2,2
429.0,629.0,3,0
399.0,399.0,2,0
269.0,269.0,0,1
389.0,329.0,2,3
324.0,324.0,2,2
289.0,329.0,0,2
429.0,509.0,3,0
369.0,329.0,2,0
299.0,279.0,0,2
369.0,339.0,0,3
269.0,269.0,1,0
499.0,669.0,3,0
360.0,477.0,3,1
489.0,489.0,0,0
429.0,469.0,0,0
359.0,529.0,3,2
357.75,333.0,3,0
349.0,349.0,0,2
469.0,469.0,0,0
399.0,399.0,0,0
279.0,299.0,2,0
359.0,459.0,3,0
299.0,299.0,2,2
269.0,439.0,3,0
369.0,369.0,1,1
299.0,299.0,2,2
459.0,429.0,2,0
299.0,339.0,0,0
269.0,329.0,0,0
499.0,479.0,0,2
629.0,429.0,2,3
499.0,679.0,3,2
324.0,477.0,3,0
360.0,360.0,0,0
329.0,359.0,0,1
459.0,429.0,2,0
359.0,529.0,3,2
425.0,299.0,0,3
399.0,599.0,3,0
409.0,359.0,2,2
319.0,359.0,2,0
319.0,329.0,2,0
289.0,289.0,0,0
299.0,329.0,2,0
299.0,499.0,3,0
329.0,329.0,1,0
259.0,289.0,2,2
333.0,423.0,3,3
399.0,429.0,0,2
299.0,499.0,3,0
399.0,429.0,0,0
409.0,359.0,2,0
289.0,459.0,3,2
669.0,569.0,3,3
299.0,299.0,1,1
349.0,399.0,3,2
389.0,389.0,2,2
289.0,289.0,1,2
349.0,349.0,0,0
329.0,409.0,2,3
389.0,389.0,1,1
299.0,469.0,3,2
439.0,399.0,1,0
329.0,329.0,2,2
261.0,261.0,1,2
429.0,429.0,2,0
319.0,389.0,3,2
429.0,399.0,1,0
429.0,609.0,3,0
389.0,389.0,1,1
629.0,469.0,0,3
359.0,359.0,0,2
243.0,261.0,1,1
489.0,449.0,0,0
269.0,269.0,2,0
299.0,499.0,3,2
369.0,369.0,0,0
399.0,429.0,0,2
429.0,509.0,3,0
399.0,399.0,2,1
219.0,329.0,0,2
399.0,399.0,2,0
399.0,399.0,1,0
324.0,324.0,2,2
379.0,549.0,3,0
299.0,329.0,1,1
409.0,359.0,1,0
349.0,369.0,3,2
319.0,359.0,0,0
429.0,529.0,3,0
339.0,379.0,2,0
399.0,359.0,2,0
259.0,329.0,0,2
479.0,269.0,0,3
479.0,309.0,0,3
429.0,469.0,0,1
389.0,319.0,2,3
389.0,389.0,0,2
379.0,379.0,0,0
279.0,479.0,3,0
399.0,529.0,3,0
360.0,333.0,0,2
329.0,609.0,3,0
349.0,359.0,2,0
429.0,469.0,0,0
297.0,324.0,0,2
299.0,369.0,3,2
409.0,379.0,1,0
299.0,339.0,0,2
419.0,459.0,3,0
379.0,399.0,0,0
329.0,329.0,0,0
349.0,279.0,0,2
329.0,399.0,0,0
309.0,309.0,1,0
299.0,329.0,2,0
299.0,299.0,1,0
409.0,549.0,3,0
319.0,309.0,0,0
509.0,509.0,2,2
419.0,359.0,0,0
429.0,459.0,1,0
259.0,329.0,0,3
339.0,269.0,2,0
324.0,324.0,0,0
339.0,339.0,0,0
429.0,399.0,2,0
329.0,349.0,1,0
259.0,399.0,0,2
329.0,359.0,2,0
469.0,459.0,0,3
349.0,269.0,1,2
399.0,399.0,2,2
469.0,339.0,0,3
359.0,359.0,1,1
404.0,404.0,1,1
289.0,349.0,3,2
389.0,389.0,2,1
479.0,529.0,3,0
369.0,399.0,0,0
469.0,429.0,2,0
329.0,329.0,1,0
299.0,469.0,3,2
364.0,359.0,2,0
399.0,399.0,0,0
289.0,359.0,3,1
629.0,429.0,0,3
329.0,329.0,0,0
429.0,429.0,2,2
216.0,270.0,0,0
309.0,309.0,0,0
269.0,469.0,3,0
499.0,299.0,0,3
259.0,259.0,0,0
269.0,469.0,3,0
359.0,359.0,2,2
269.0,299.0,2,2
379.0,379.0,2,2
329.0,329.0,2,0
229.0,229.0,0,0
379.0,379.0,0,1
339.0,409.0,3,0
299.0,499.0,3,0
269.0,239.0,0,0
344.0,344.0,1,1
359.0,289.0,0,0
351.0,459.0,1,0
399.0,479.0,0,2
339.0,469.0,3,0
344.0,339.0,3,1
289.0,329.0,0,2
329.0,329.0,0,1
529.0,609.0,3,1
289.0,379.0,0,2
369.0,299.0,1,3
429.0,469.0,0,1
559.0,459.0,3,3
389.0,319.0,1,3
549.0,379.0,2,3
329.0,329.0,2,0
297.0,324.0,2,0
299.0,369.0,3,2
329.0,329.0,2,0
349.0,339.0,0,2
333.0,270.0,1,3
399.0,399.0,0,2
429.0,629.0,3,1
349.0,379.0,0,0
379.0,379.0,0,2
609.0,609.0,3,3
360.0,423.0,0,0
349.0,279.0,0,3
299.0,279.0,0,0
429.0,399.0,2,0
399.0,399.0,2,0
396.0,423.0,0,2
309.0,489.0,3,0
459.0,359.0,2,3
349.0,299.0,2,2
429.0,429.0,2,2
399.0,429.0,2,0
324.0,324.0,1,2
349.0,319.0,0,2
429.0,439.0,2,0
333.0,360.0,0,0
259.0,399.0,2,2
289.0,289.0,1,2
379.0,449.0,3,0
359.0,319.0,2,0
329.0,329.0,2,2
309.0,489.0,3,0
359.0,559.0,3,1
429.0,429.0,2,2
387.0,567.0,3,0
299.0,299.0,0,2
389.0,419.0,0,0
529.0,429.0,0,3
279.0,299.0,1,1
599.0,499.0,3,3
385.66,385.66,2,2
429.0,609.0,3,0
319.0,319.0,1,0
319.0,489.0,3,0
299.0,299.0,0,0
409.0,419.0,2,2
297.0,297.0,0,0
429.0,529.0,3,0
289.0,459.0,3,0
329.0,399.0,1,3
329.0,359.0,1,0
399.0,399.0,2,0
459.0,359.0,1,3
279.0,339.0,0,1
309.0,289.0,0,2
399.0,569.0,3,2
429.0,399.0,2,0
359.0,359.0,2,0
399.0,449.0,2,2
319.0,319.0,1,0
329.0,299.0,1,0
399.0,399.0,2,2
379.0,379.0,1,1
319.0,319.0,1,0
399.0,359.0,0,0
369.0,369.0,2,2
399.0,399.0,2,0
299.0,369.0,3,0
360.0,387.0,2,0
469.0,629.0,3,0
243.0,360.0,3,0
379.0,549.0,3,0
469.0,469.0,0,0
329.0,429.0,3,0
419.0,389.0,2,0
439.0,439.0,1,1
409.0,379.0,2,3
469.0,529.0,3,0
399.0,399.0,0,0
499.0,669.0,3,0
309.0,309.0,2,0
269.0,469.0,3,0
399.0,399.0,2,2
329.0,499.0,3,0
359.0,319.0,0,0
399.0,439.0,0,2
399.0,399.0,1,0
319.0,299.0,0,0
329.0,299.0,0,0
261.0,243.0,1,0
429.0,429.0,2,0
499.0,459.0,0,0
315.0,315.0,2,0
349.0,399.0,0,0
339.0,339.0,2,0
339.0,339.0,0,0
429.0,539.0,3,0
299.0,369.0,0,0
389.0,289.0,0,3
299.0,329.0,2,0
359.0,399.0,0,0
429.0,429.0,1,0
469.0,399.0,2,0
399.0,399.0,2,2
329.0,349.0,2,0
299.0,399.0,3,0
359.0,399.0,0,0
429.0,529.0,3,0
299.0,299.0,0,2
299.0,399.0,3,0
399.0,359.0,2,0
509.0,339.0,2,3
369.0,329.0,1,3
319.0,399.0,3,0
449.0,399.0,0,3
509.0,339.0,0,3
299.0,269.0,1,0
379.0,379.0,0,0
399.0,399.0,2,0
409.0,379.0,0,0
289.0,469.0,3,2
399.0,399.0,1,1
299.0,339.0,0,0
333.0,333.0,0,0
329.0,329.0,2,0
324.0,324.0,0,0
499.0,669.0,3,0
289.0,329.0,0,2
399.0,399.0,2,0
329.0,399.0,0,0
469.0,429.0,2,0
379.0,449.0,3,0
459.0,479.0,3,3
559.0,459.0,2,3
409.0,409.0,0,0
349.0,379.0,2,1
269.0,289.0,0,0
439.0,369.0,1,0
379.0,409.0,0,0
449.0,399.0,1,0
472.33,459.0,2,0
499.0,439.0,0,3
216.0,243.0,0,0
429.0,429.0,0,2
499.0,499.0,0,0
329.0,329.0,2,1
469.0,439.0,2,0
439.0,439.0,0,0
299.0,339.0,0,2
360.0,396.0,0,2
439.0,399.0,2,0
409.0,439.0,0,2
289.0,459.0,3,0
429.0,429.0,2,2
399.0,299.0,0,0
329.0,299.0,1,0
339.0,409.0,3,2
469.0,439.0,2,0
309.0,389.0,3,0
429.0,429.0,0,0
429.0,429.0,0,0
399.0,399.0,2,2
429.0,459.0,0,0
409.0,379.0,2,0
379.0,549.0,3,0
289.0,289.0,2,2
399.0,399.0,0,0
289.0,329.0,0,2
399.0,499.0,3,1
399.0,359.0,2,0
429.0,529.0,3,0
399.0,609.0,3,2
299.0,299.0,2,2
324.0,297.0,1,2
349.0,319.0,1,0
399.0,439.0,0,2
229.0,429.0,0,0
409.0,479.0,3,0
360.0,360.0,2,2
399.0,399.0,0,0
329.0,329.0,1,0
459.0,459.0,1,2
399.0,399.0,0,0
360.0,360.0,3,3
439.0,399.0,2,0
449.0,649.0,3,1
239.0,299.0,0,0
329.0,329.0,1,1
399.0,399.0,1,2
429.0,629.0,3,1
329.0,369.0,0,0
324.0,324.0,2,0
459.0,429.0,0,0
369.0,299.0,0,0
469.0,469.0,0,0
299.0,369.0,0,3
439.0,499.0,3,0
270.0,270.0,1,1
261.0,243.0,0,2
499.0,499.0,0,0
609.0,399.0,2,3
339.0,509.0,3,2
399.0,399.0,1,2
299.0,299.0,2,2
379.0,379.0,1,0
339.0,369.0,2,3
404.0,404.0,0,0
279.0,279.0,0,0
429.0,469.0,0,0
429.0,659.0,3,0
359.0,359.0,2,0
297.0,333.0,0,2
399.0,369.0,0,0
449.0,449.0,0,2
469.0,469.0,0,0
329.0,359.0,0,1
459.0,499.0,0,0
459.0,429.0,1,0
429.0,429.0,0,0
329.0,329.0,2,2
399.0,399.0,0,0
339.0,289.0,1,0
469.0,429.0,2,0
359.0,329.0,1,0
569.0,569.0,3,3
339.0,509.0,3,2
399.0,399.0,3,3
329.0,329.0,1,0
429.0,439.0,2,0
269.0,299.0,0,0
324.0,339.0,0,2
270.0,297.0,2,0
404.0,379.0,0,2
469.0,439.0,2,0
329.0,369.0,0,2
429.0,529.0,3,1
469.0,429.0,0,0
429.0,429.0,1,1
299.0,299.0,0,0
499.0,499.0,0,0
429.0,429.0,2,2
269.0,289.0,1,1
399.0,399.0,2,0
319.0,489.0,3,0
429.0,429.0,0,0
337.0,399.0,2,3
399.0,399.0,2,2
299.0,279.0,0,0
324.0,387.0,3,2
315.0,315.0,2,2
649.0,649.0,3,3
469.0,299.0,2,3
299.0,469.0,3,0
399.0,399.0,2,2
409.0,449.0,3,0
429.0,509.0,3,0
329.0,329.0,0,0
379.0,409.0,0,2
429.0,509.0,3,2
389.0,459.0,3,0
349.0,319.0,0,2
299.0,329.0,0,0
369.0,329.0,2,0
329.0,529.0,3,1
359.0,429.0,1,0
399.0,599.0,3,0
360.0,360.0,1,2
399.0,399.0,2,0
329.0,629.0,3,0
279.0,479.0,3,0
369.0,369.0,2,2
339.0,299.0,2,0
429.0,629.0,3,0
399.0,469.0,0,3
324.0,360.0,0,2
279.0,279.0,2,2
269.0,269.0,2,0
329.0,329.0,0,0
429.0,529.0,3,0
299.0,309.0,0,0
387.0,423.0,0,0
459.0,559.0,3,1
329.0,299.0,0,2
429.0,429.0,0,0
419.0,359.0,0,0
279.0,249.0,0,0
399.0,399.0,0,2
399.0,399.0,2,0
289.0,289.0,2,0
289.0,289.0,1,0
339.0,369.0,3,0
409.0,409.0,2,2
429.0,469.0,0,0
469.0,529.0,3,0
289.0,289.0,2,0
459.0,499.0,0,2
419.0,379.0,2,0
419.0,419.0,2,2
409.0,359.0,1,0
324.0,324.0,2,2
299.0,379.0,0,1
379.0,379.0,0,0
299.0,369.0,3,0
359.0,359.0,2,0
349.0,349.0,2,0
369.0,329.0,2,0
439.0,599.0,3,0
439.0,439.0,0,0
429.0,529.0,3,0
289.0,269.0,0,0
405.0,405.0,1,0
439.0,479.0,3,1
369.0,369.0,3,3
349.0,529.0,3,2
289.0,289.0,1,0
379.0,379.0,1,0
469.0,399.0,2,1
319.0,329.0,1,0
399.0,399.0,2,0
333.0,450.0,3,0
297.0,387.0,3,0
259.0,259.0,2,2
429.0,529.0,3,3
340.2,396.0,2,0
429.0,539.0,3,2
439.0,409.0,1,0
429.0,429.0,0,3
529.0,529.0,3,3
243.0,270.0,0,0
269.0,339.0,3,0
404.0,342.0,0,0
339.0,339.0,3,3
409.0,379.0,1,0
499.0,569.0,3,0
297.0,324.0,1,1
389.0,389.0,0,0
329.0,359.0,1,1
519.0,349.0,2,3
339.0,339.0,1,2
357.75,306.0,0,0
299.0,269.0,2,0
329.0,329.0,0,0
359.0,529.0,3,0
429.0,469.0,0,0
399.0,399.0,2,2
429.0,399.0,2,0
509.0,429.0,0,3
359.0,359.0,1,0
299.0,249.0,0,0
409.0,379.0,1,0
289.0,289.0,0,0
405.0,405.0,1,0
579.0,409.0,1,3
499.0,399.0,3,3
329.0,299.0,0,0
399.0,399.0,0,0
429.0,469.0,0,2
359.0,329.0,0,0
299.0,339.0,0,2
299.0,399.0,3,0
399.0,399.0,0,0
329.0,269.0,1,2
469.0,469.0,0,0
359.0,389.0,0,2
319.0,319.0,0,0
369.0,369.0,1,2
629.0,429.0,1,3
429.0,629.0,3,0
399.0,399.0,0,1
399.0,369.0,1,0
399.0,429.0,2,3
259.0,359.0,0,3
399.0,399.0,0,0
429.0,389.0,1,3
477.0,423.0,0,3
429.0,439.0,2,0
259.0,609.0,3,2
299.0,319.0,2,0
339.0,339.0,2,0
429.0,429.0,0,0
309.0,309.0,0,0
409.0,479.0,3,2
329.0,329.0,3,3
439.0,479.0,3,0
459.0,429.0,2,0
489.0,289.0,0,0
349.0,349.0,0,0
299.0,299.0,2,2
329.0,369.0,3,0
239.0,239.0,1,0
469.0,529.0,3,0
269.0,269.0,1,0
289.0,369.0,3,0
399.0,399.0,0,0
349.0,489.0,3,0
299.0,299.0,1,0
299.0,479.0,3,0
339.0,319.0,0,0
297.0,450.0,3,0
259.0,429.0,3,0
329.0,299.0,2,0
269.0,269.0,0,0
289.0,459.0,3,2
429.0,509.0,3,0
333.0,306.0,0,3
349.0,379.0,3,2
299.0,299.0,1,0
324.0,324.0,1,2
379.0,459.0,2,0
339.0,409.0,3,0
261.0,243.0,1,2
329.0,359.0,2,0
479.0,479.0,0,0
329.0,299.0,1,2
261.0,261.0,0,2
385.66,329.0,0,2
269.0,299.0,1,2
269.0,269.0,0,0
329.0,439.0,0,3
429.0,439.0,2,0
329.0,329.0,2,0
289.0,289.0,2,0
429.0,429.0,0,2
399.0,399.0,2,3
459.0,359.0,1,3
229.0,329.0,3,1
299.0,269.0,0,0
339.0,339.0,0,0
399.0,399.0,2,0
299.0,299.0,0,2
269.0,339.0,3,1
329.0,329.0,1,0
489.0,269.0,0,2
270.0,270.0,0,1
299.0,299.0,2,2
349.0,349.0,1,2
399.0,399.0,2,2
409.0,359.0,2,0
259.0,359.0,0,0
329.0,329.0,2,2
359.0,629.0,3,0
369.0,299.0,0,0
349.0,279.0,1,2
399.0,399.0,2,2
369.0,469.0,3,3
269.0,299.0,0,0
399.0,399.0,2,2
299.0,339.0,0,2
404.0,379.0,0,2
269.0,239.0,0,0
329.0,399.0,0,0
270.0,270.0,2,2
299.0,299.0,1,0
379.0,449.0,3,0
387.0,567.0,3,2
359.0,459.0,3,0
360.0,360.0,0,2
349.0,329.0,0,0
289.0,419.0,3,2
469.0,429.0,2,0
399.0,399.0,1,2
359.0,359.0,1,0
569.0,679.0,3,3
329.0,499.0,3,0
289.0,289.0,0,0
239.0,439.0,3,0
629.0,429.0,0,3
429.0,429.0,1,0
360.0,396.0,0,2
399.0,369.0,0,0
269.0,369.0,0,0
289.0,329.0,0,0
261.0,261.0,1,2
289.0,289.0,2,0
429.0,429.0,0,0
369.0,399.0,0,2
309.0,309.0,2,0
389.0,489.0,3,3
369.0,369.0,3,3
349.0,349.0,2,2
259.0,359.0,2,3
292.33,389.0,3,0
269.0,369.0,3,0
429.0,429.0,2,0
499.0,459.0,2,0
469.0,609.0,3,0
339.0,339.0,0,0
269.0,239.0,1,0
299.0,299.0,2,0
349.0,379.0,0,2
269.0,299.0,2,0
399.0,399.0,0,0
359.0,329.0,0,2
289.0,359.0,3,2
289.0,249.0,1,2
259.0,259.0,2,2
289.0,289.0,2,2
379.0,449.0,3,2
399.0,399.0,2,2
324.0,360.0,0,2
333.0,333.0,3,3
709.0,499.0,0,3
369.0,369.0,2,2
499.0,499.0,0,0
259.0,289.0,1,2
329.0,369.0,0,0
429.0,429.0,2,0
319.0,319.0,1,0
489.0,489.0,0,0
379.0,549.0,3,0
469.0,629.0,3,0
429.0,399.0,0,1
469.0,299.0,0,3
289.0,269.0,0,0
329.0,299.0,0,0
329.0,349.0,1,0
529.0,429.0,1,3
329.0,299.0,2,0
399.0,329.0,0,0
279.0,249.0,0,0
409.0,409.0,0,0
329.0,329.0,1,1
399.0,599.0,3,0
259.0,289.0,2,2
329.0,329.0,0,0
299.0,329.0,0,0
324.0,297.0,0,2
299.0,299.0,2,2
469.0,429.0,2,0
269.0,339.0,0,2
439.0,439.0,0,0
379.0,379.0,2,1
269.0,369.0,3,0
324.0,324.0,2,2
369.0,369.0,1,0
429.0,399.0,2,2
389.0,459.0,3,0
269.0,289.0,1,0
297.0,360.0,3,0
399.0,499.0,3,3
329.0,399.0,0,1
399.0,399.0,2,2
409.0,409.0,2,2
319.0,319.0,2,0
289.0,289.0,2,2
359.0,329.0,1,0
399.0,399.0,2,1
469.0,629.0,3,0
269.0,439.0,3,0
297.0,324.0,2,1
299.0,299.0,0,0
279.0,279.0,0,0
349.0,379.0,0,0
389.0,319.0,1,3
429.0,629.0,3,0
229.0,399.0,0,0
359.0,559.0,3,0
579.0,419.0,0,3
399.0,399.0,2,0
449.0,499.0,3,3
324.0,324.0,2,0
429.0,629.0,3,0
299.0,299.0,1,1
360.0,387.0,0,0
279.0,459.0,3,0
369.0,439.0,3,1
289.0,289.0,2,2
359.0,359.0,1,0
489.0,289.0,1,3
399.0,399.0,0,0
269.0,269.0,1,1
319.0,399.0,3,0
329.0,399.0,3,0
559.0,389.0,2,3
279.0,339.0,0,0
429.0,439.0,2,0
469.0,469.0,0,0
339.0,339.0,0,0
459.0,459.0,1,1
259.0,289.0,0,0
379.0,449.0,3,0
289.0,459.0,3,0
469.0,429.0,0,0
299.0,369.0,3,1
429.0,429.0,0,2
360.0,297.0,2,3
529.0,529.0,1,1
429.0,529.0,3,1
324.0,324.0,0,2
273.0,269.0,0,2
329.0,329.0,0,2
309.0,309.0,0,0
329.0,299.0,0,0
297.0,270.0,1,0
449.0,359.0,0,3
429.0,429.0,2,0
519.0,519.0,3,3
243.0,243.0,0,2
429.0,629.0,3,0
259.0,259.0,2,0
489.0,309.0,1,0
429.0,629.0,3,1
459.0,459.0,2,0
279.0,359.0,3,0
297.0,297.0,1,1
299.0,299.0,0,0
